block_number,stimulus_seq,trial_seq,trial_number,trial_type,stimulus_type,image_v1,image_v2,hue_v1,hue_prom_v1,hue_v2,hue_prom_v2,image_v3,image_v4,hue_v3,hue_prom_v3,hue_v4,hue_prom_v4,image_v5,image_v6,hue_v5,hue_prom_v5,hue_v6,hue_prom_v6
1,11,1,4,ongoing,ongoing,ong_054.jpg,ong_083.jpg,-151.01922,NA,29.32777,NA,ong_201.jpg,ong_245.jpg,-151.01922,NA,29.32777,NA,ong_201.jpg,ong_245.jpg,-151.01922,NA,29.32777,NA
1,12,2,4,ongoing,ongoing,ong_114.jpg,ong_059.jpg,-67.17301,NA,-121.97533,NA,ong_151.jpg,ong_164.jpg,-67.17301,NA,-121.97533,NA,ong_151.jpg,ong_164.jpg,-67.17301,NA,-121.97533,NA
1,13,3,4,ongoing,ongoing,ong_025.jpg,ong_013.jpg,129.57663,NA,93.22573,NA,ong_090.jpg,ong_086.jpg,129.57663,NA,93.22573,NA,ong_090.jpg,ong_086.jpg,129.57663,NA,93.22573,NA
1,14,4,4,ongoing,ongoing,ong_077.jpg,ong_087.jpg,-14.56430,NA,160.88270,NA,ong_027.jpg,ong_025.jpg,-14.56430,NA,160.88270,NA,ong_027.jpg,ong_025.jpg,-14.56430,NA,160.88270,NA
1,15,5,4,ongoing,ongoing,ong_028.jpg,ong_063.jpg,-109.96571,NA,-22.31890,NA,ong_180.jpg,ong_194.jpg,-109.96571,NA,-22.31890,NA,ong_180.jpg,ong_194.jpg,-109.96571,NA,-22.31890,NA
2,16,1,5,prom,ongoing,ong_052.jpg,ong_004.jpg,-52.95275,NA,-12.17594,NA,ong_129.jpg,ong_085.jpg,-52.95275,NA,-12.17594,NA,ong_129.jpg,ong_085.jpg,-52.95275,NA,-12.17594,NA
2,17,2,5,prom,ongoing,ong_076.jpg,ong_034.jpg,124.30143,NA,179.63088,NA,ong_150.jpg,ong_209.jpg,124.30143,NA,179.63088,NA,ong_150.jpg,ong_209.jpg,124.30143,NA,179.63088,NA
2,18,3,5,prom,prom_spec,prm_385.jpg,prm_197.jpg,-165.68350,33,106.33733,-78,prm_197.jpg,prm_343.jpg,-165.68350,33,106.33733,-78,prm_502.jpg,prm_503.jpg,-165.68350,33,106.33733,-78
2,19,4,5,prom,ongoing,ong_106.jpg,ong_055.jpg,-109.49429,NA,-160.90729,NA,ong_048.jpg,ong_195.jpg,-109.49429,NA,-160.90729,NA,ong_048.jpg,ong_195.jpg,-109.49429,NA,-160.90729,NA
2,20,5,5,prom,ongoing,ong_051.jpg,ong_021.jpg,173.64179,NA,44.35766,NA,ong_205.jpg,ong_100.jpg,173.64179,NA,44.35766,NA,ong_205.jpg,ong_100.jpg,173.64179,NA,44.35766,NA
2,21,1,6,ongoing,ongoing,ong_110.jpg,ong_030.jpg,-111.83009,NA,37.96780,NA,ong_038.jpg,ong_044.jpg,-111.83009,NA,37.96780,NA,ong_038.jpg,ong_044.jpg,-111.83009,NA,37.96780,NA
2,22,2,6,ongoing,ongoing,ong_004.jpg,ong_103.jpg,85.79647,NA,118.76537,NA,ong_053.jpg,ong_158.jpg,85.79647,NA,118.76537,NA,ong_053.jpg,ong_158.jpg,85.79647,NA,118.76537,NA
2,23,3,6,ongoing,ongoing,ong_029.jpg,ong_071.jpg,-22.87549,NA,168.56063,NA,ong_164.jpg,ong_204.jpg,-22.87549,NA,168.56063,NA,ong_164.jpg,ong_204.jpg,-22.87549,NA,168.56063,NA
2,24,4,6,ongoing,ongoing,ong_049.jpg,ong_077.jpg,158.41599,NA,-24.87151,NA,ong_123.jpg,ong_183.jpg,158.41599,NA,-24.87151,NA,ong_123.jpg,ong_183.jpg,158.41599,NA,-24.87151,NA
2,25,5,6,ongoing,ongoing,ong_085.jpg,ong_064.jpg,-67.17815,NA,-118.86576,NA,ong_084.jpg,ong_137.jpg,-67.17815,NA,-118.86576,NA,ong_084.jpg,ong_137.jpg,-67.17815,NA,-118.86576,NA
2,26,1,7,ongoing,ongoing,ong_035.jpg,ong_046.jpg,164.109880,NA,12.37521,NA,ong_086.jpg,ong_228.jpg,164.109880,NA,12.37521,NA,ong_086.jpg,ong_228.jpg,164.109880,NA,12.37521,NA
2,27,2,7,ongoing,ongoing,ong_092.jpg,ong_031.jpg,-178.483568,NA,-29.19711,NA,ong_080.jpg,ong_016.jpg,-178.483568,NA,-29.19711,NA,ong_080.jpg,ong_016.jpg,-178.483568,NA,-29.19711,NA
2,28,3,7,ongoing,ongoing,ong_065.jpg,ong_102.jpg,-128.258789,NA,125.43340,NA,ong_057.jpg,ong_205.jpg,-128.258789,NA,125.43340,NA,ong_057.jpg,ong_205.jpg,-128.258789,NA,125.43340,NA
2,29,4,7,ongoing,ongoing,ong_040.jpg,ong_008.jpg,-7.606255,NA,-174.17866,NA,ong_173.jpg,ong_057.jpg,-7.606255,NA,-174.17866,NA,ong_173.jpg,ong_057.jpg,-7.606255,NA,-174.17866,NA
2,30,5,7,ongoing,ongoing,ong_102.jpg,ong_029.jpg,93.553970,NA,166.15315,NA,ong_079.jpg,ong_243.jpg,93.553970,NA,166.15315,NA,ong_079.jpg,ong_243.jpg,93.553970,NA,166.15315,NA
3,31,1,8,ongoing,ongoing,ong_093.jpg,ong_097.jpg,143.102242,NA,4.057846,NA,ong_009.jpg,ong_042.jpg,143.102242,NA,4.057846,NA,ong_009.jpg,ong_042.jpg,143.102242,NA,4.057846,NA
3,32,2,8,ongoing,ongoing,ong_015.jpg,ong_082.jpg,-6.845628,NA,97.518478,NA,ong_234.jpg,ong_015.jpg,-6.845628,NA,97.518478,NA,ong_234.jpg,ong_015.jpg,-6.845628,NA,97.518478,NA
3,33,3,8,ongoing,ongoing,ong_122.jpg,ong_019.jpg,-164.097850,NA,174.026767,NA,ong_152.jpg,ong_189.jpg,-164.097850,NA,174.026767,NA,ong_152.jpg,ong_189.jpg,-164.097850,NA,174.026767,NA
3,34,4,8,ongoing,ongoing,ong_062.jpg,ong_016.jpg,81.027863,NA,-168.212447,NA,ong_264.jpg,ong_267.jpg,81.027863,NA,-168.212447,NA,ong_264.jpg,ong_267.jpg,81.027863,NA,-168.212447,NA
3,35,5,8,ongoing,ongoing,ong_086.jpg,ong_116.jpg,-119.473946,NA,-37.693135,NA,ong_010.jpg,ong_106.jpg,-119.473946,NA,-37.693135,NA,ong_010.jpg,ong_106.jpg,-119.473946,NA,-37.693135,NA
3,36,1,9,ongoing,ongoing,ong_103.jpg,ong_039.jpg,94.53947,NA,90.16014,NA,ong_270.jpg,ong_265.jpg,94.53947,NA,90.16014,NA,ong_270.jpg,ong_265.jpg,94.53947,NA,90.16014,NA
3,37,2,9,ongoing,ongoing,ong_023.jpg,ong_027.jpg,-153.30936,NA,-164.85692,NA,ong_189.jpg,ong_119.jpg,-153.30936,NA,-164.85692,NA,ong_189.jpg,ong_119.jpg,-153.30936,NA,-164.85692,NA
3,38,3,9,ongoing,ongoing,ong_107.jpg,ong_091.jpg,-53.42627,NA,32.76667,NA,ong_213.jpg,ong_213.jpg,-53.42627,NA,32.76667,NA,ong_213.jpg,ong_213.jpg,-53.42627,NA,32.76667,NA
3,39,4,9,ongoing,ongoing,ong_031.jpg,ong_007.jpg,158.13741,NA,133.03522,NA,ong_214.jpg,ong_225.jpg,158.13741,NA,133.03522,NA,ong_214.jpg,ong_225.jpg,158.13741,NA,133.03522,NA
3,40,5,9,ongoing,ongoing,ong_087.jpg,ong_118.jpg,-104.06122,NA,-16.68564,NA,ong_045.jpg,ong_186.jpg,-104.06122,NA,-16.68564,NA,ong_045.jpg,ong_186.jpg,-104.06122,NA,-16.68564,NA
3,41,1,10,ongoing,ongoing,ong_136.jpg,ong_137.jpg,150.15007,NA,-11.00726,NA,ong_122.jpg,ong_103.jpg,150.15007,NA,-11.00726,NA,ong_122.jpg,ong_103.jpg,150.15007,NA,-11.00726,NA
3,42,2,10,ongoing,ongoing,ong_144.jpg,ong_140.jpg,-58.51428,NA,170.52677,NA,ong_221.jpg,ong_159.jpg,-58.51428,NA,170.52677,NA,ong_221.jpg,ong_159.jpg,-58.51428,NA,170.52677,NA
3,43,3,10,ongoing,ongoing,ong_024.jpg,ong_022.jpg,-109.65661,NA,92.15388,NA,ong_225.jpg,ong_077.jpg,-109.65661,NA,92.15388,NA,ong_225.jpg,ong_077.jpg,-109.65661,NA,92.15388,NA
3,44,4,10,ongoing,ongoing,ong_142.jpg,ong_142.jpg,95.82316,NA,-175.53362,NA,ong_067.jpg,ong_096.jpg,95.82316,NA,-175.53362,NA,ong_067.jpg,ong_096.jpg,95.82316,NA,-175.53362,NA
3,45,5,10,ongoing,ongoing,ong_130.jpg,ong_136.jpg,-165.33382,NA,51.82104,NA,ong_194.jpg,ong_001.jpg,-165.33382,NA,51.82104,NA,ong_194.jpg,ong_001.jpg,-165.33382,NA,51.82104,NA
3,46,1,11,ongoing,ongoing,ong_032.jpg,ong_048.jpg,164.84764,NA,-127.89757,NA,ong_231.jpg,ong_017.jpg,164.84764,NA,-127.89757,NA,ong_231.jpg,ong_017.jpg,164.84764,NA,-127.89757,NA
3,47,2,11,ongoing,ongoing,ong_073.jpg,ong_062.jpg,76.95591,NA,40.09005,NA,ong_073.jpg,ong_144.jpg,76.95591,NA,40.09005,NA,ong_073.jpg,ong_144.jpg,76.95591,NA,40.09005,NA
3,48,3,11,ongoing,ongoing,ong_058.jpg,ong_038.jpg,-47.03621,NA,153.34656,NA,ong_060.jpg,ong_018.jpg,-47.03621,NA,153.34656,NA,ong_060.jpg,ong_018.jpg,-47.03621,NA,153.34656,NA
3,49,4,11,ongoing,ongoing,ong_089.jpg,ong_053.jpg,-173.90431,NA,-31.90796,NA,ong_078.jpg,ong_060.jpg,-173.90431,NA,-31.90796,NA,ong_078.jpg,ong_060.jpg,-173.90431,NA,-31.90796,NA
3,50,5,11,ongoing,ongoing,ong_068.jpg,ong_037.jpg,117.53196,NA,94.85054,NA,ong_219.jpg,ong_004.jpg,117.53196,NA,94.85054,NA,ong_219.jpg,ong_004.jpg,117.53196,NA,94.85054,NA
4,51,1,12,ongoing,ongoing,ong_019.jpg,ong_057.jpg,-66.07016,NA,-160.65334,NA,ong_036.jpg,ong_234.jpg,-66.07016,NA,-160.65334,NA,ong_036.jpg,ong_234.jpg,-66.07016,NA,-160.65334,NA
4,52,2,12,ongoing,ongoing,ong_108.jpg,ong_009.jpg,-120.15180,NA,136.80246,NA,ong_110.jpg,ong_207.jpg,-120.15180,NA,136.80246,NA,ong_110.jpg,ong_207.jpg,-120.15180,NA,136.80246,NA
4,53,3,12,ongoing,ongoing,ong_050.jpg,ong_110.jpg,92.56402,NA,-11.25820,NA,ong_021.jpg,ong_107.jpg,92.56402,NA,-11.25820,NA,ong_021.jpg,ong_107.jpg,92.56402,NA,-11.25820,NA
4,54,4,12,ongoing,ongoing,ong_017.jpg,ong_047.jpg,178.83872,NA,178.34808,NA,ong_118.jpg,ong_087.jpg,178.83872,NA,178.34808,NA,ong_118.jpg,ong_087.jpg,178.83872,NA,178.34808,NA
4,55,5,12,ongoing,ongoing,ong_090.jpg,ong_045.jpg,-18.68990,NA,71.36941,NA,ong_109.jpg,ong_031.jpg,-18.68990,NA,71.36941,NA,ong_109.jpg,ong_031.jpg,-18.68990,NA,71.36941,NA
4,56,1,13,ongoing,ongoing,ong_081.jpg,ong_098.jpg,174.07631,NA,162.37459,NA,ong_139.jpg,ong_005.jpg,174.07631,NA,162.37459,NA,ong_139.jpg,ong_005.jpg,174.07631,NA,162.37459,NA
4,57,2,13,ongoing,ongoing,ong_104.jpg,ong_094.jpg,-60.27440,NA,38.51427,NA,ong_170.jpg,ong_071.jpg,-60.27440,NA,38.51427,NA,ong_170.jpg,ong_071.jpg,-60.27440,NA,38.51427,NA
4,58,3,13,ongoing,ongoing,ong_094.jpg,ong_085.jpg,-8.62252,NA,-30.58587,NA,ong_076.jpg,ong_007.jpg,-8.62252,NA,-30.58587,NA,ong_076.jpg,ong_007.jpg,-8.62252,NA,-30.58587,NA
4,59,4,13,ongoing,ongoing,ong_016.jpg,ong_067.jpg,-161.26129,NA,-168.33881,NA,ong_182.jpg,ong_028.jpg,-161.26129,NA,-168.33881,NA,ong_182.jpg,ong_028.jpg,-161.26129,NA,-168.33881,NA
4,60,5,13,ongoing,ongoing,ong_037.jpg,ong_050.jpg,99.90675,NA,89.92399,NA,ong_105.jpg,ong_141.jpg,99.90675,NA,89.92399,NA,ong_105.jpg,ong_141.jpg,99.90675,NA,89.92399,NA
4,61,1,14,prom,ongoing,ong_135.jpg,ong_133.jpg,-98.26120,NA,-34.33123,NA,ong_061.jpg,ong_075.jpg,-98.26120,NA,-34.33123,NA,ong_061.jpg,ong_075.jpg,-98.26120,NA,-34.33123,NA
4,62,2,14,prom,ongoing,ong_138.jpg,ong_143.jpg,-143.33045,NA,161.92992,NA,ong_002.jpg,ong_136.jpg,-143.33045,NA,161.92992,NA,ong_002.jpg,ong_136.jpg,-143.33045,NA,161.92992,NA
4,63,3,14,prom,ongoing,ong_141.jpg,ong_138.jpg,-16.68726,NA,81.93463,NA,ong_191.jpg,ong_149.jpg,-16.68726,NA,81.93463,NA,ong_191.jpg,ong_149.jpg,-16.68726,NA,81.93463,NA
4,64,4,14,prom,prom_spec,prm_343.jpg,prm_343.jpg,175.76400,33,-156.68199,-78,prm_112.jpg,prm_197.jpg,175.76400,33,-156.68199,-78,prm_504.jpg,prm_502.jpg,175.76400,33,-156.68199,-78
4,65,5,14,prom,ongoing,ong_139.jpg,ong_144.jpg,131.55839,NA,26.86740,NA,ong_174.jpg,ong_078.jpg,131.55839,NA,26.86740,NA,ong_174.jpg,ong_078.jpg,131.55839,NA,26.86740,NA
4,66,1,15,ongoing,ongoing,ong_036.jpg,ong_060.jpg,-148.33697,NA,-166.963257,NA,ong_023.jpg,ong_122.jpg,-148.33697,NA,-166.963257,NA,ong_023.jpg,ong_122.jpg,-148.33697,NA,-166.963257,NA
4,67,2,15,ongoing,ongoing,ong_007.jpg,ong_111.jpg,-86.22062,NA,-4.131618,NA,ong_265.jpg,ong_268.jpg,-86.22062,NA,-4.131618,NA,ong_265.jpg,ong_268.jpg,-86.22062,NA,-4.131618,NA
4,68,3,15,ongoing,ongoing,ong_121.jpg,ong_054.jpg,94.75374,NA,166.651744,NA,ong_024.jpg,ong_035.jpg,94.75374,NA,166.651744,NA,ong_024.jpg,ong_035.jpg,94.75374,NA,166.651744,NA
4,69,4,15,ongoing,ongoing,ong_070.jpg,ong_032.jpg,179.79454,NA,53.876733,NA,ong_267.jpg,ong_266.jpg,179.79454,NA,53.876733,NA,ong_267.jpg,ong_266.jpg,179.79454,NA,53.876733,NA
4,70,5,15,ongoing,ongoing,ong_010.jpg,ong_065.jpg,-35.96993,NA,111.006594,NA,ong_022.jpg,ong_012.jpg,-35.96993,NA,111.006594,NA,ong_022.jpg,ong_012.jpg,-35.96993,NA,111.006594,NA
5,71,1,16,ongoing,ongoing,ong_039.jpg,ong_061.jpg,-91.95919,NA,21.83315,NA,ong_230.jpg,ong_011.jpg,-91.95919,NA,21.83315,NA,ong_230.jpg,ong_011.jpg,-91.95919,NA,21.83315,NA
5,72,2,16,ongoing,ongoing,ong_030.jpg,ong_100.jpg,-32.83275,NA,-124.84898,NA,ong_114.jpg,ong_151.jpg,-32.83275,NA,-124.84898,NA,ong_114.jpg,ong_151.jpg,-32.83275,NA,-124.84898,NA
5,73,3,16,ongoing,ongoing,ong_116.jpg,ong_036.jpg,-161.05168,NA,67.86530,NA,ong_159.jpg,ong_211.jpg,-161.05168,NA,67.86530,NA,ong_159.jpg,ong_211.jpg,-161.05168,NA,67.86530,NA
5,74,4,16,ongoing,ongoing,ong_002.jpg,ong_076.jpg,131.73684,NA,150.02203,NA,ong_188.jpg,ong_166.jpg,131.73684,NA,150.02203,NA,ong_188.jpg,ong_166.jpg,131.73684,NA,150.02203,NA
5,75,5,16,ongoing,ongoing,ong_079.jpg,ong_066.jpg,90.91235,NA,-24.04580,NA,ong_075.jpg,ong_030.jpg,90.91235,NA,-24.04580,NA,ong_075.jpg,ong_030.jpg,90.91235,NA,-24.04580,NA
5,76,1,17,ongoing,ongoing,ong_100.jpg,ong_089.jpg,151.79550,NA,165.97279,NA,ong_204.jpg,ong_174.jpg,151.79550,NA,165.97279,NA,ong_204.jpg,ong_174.jpg,151.79550,NA,165.97279,NA
5,77,2,17,ongoing,ongoing,ong_064.jpg,ong_101.jpg,-55.01608,NA,-30.98470,NA,ong_200.jpg,ong_093.jpg,-55.01608,NA,-30.98470,NA,ong_200.jpg,ong_093.jpg,-55.01608,NA,-30.98470,NA
5,78,3,17,ongoing,ongoing,ong_061.jpg,ong_086.jpg,107.04424,NA,107.46920,NA,ong_186.jpg,ong_014.jpg,107.04424,NA,107.46920,NA,ong_186.jpg,ong_014.jpg,107.04424,NA,107.46920,NA
5,79,4,17,ongoing,ongoing,ong_082.jpg,ong_010.jpg,-123.78942,NA,-176.91923,NA,ong_175.jpg,ong_236.jpg,-123.78942,NA,-176.91923,NA,ong_175.jpg,ong_236.jpg,-123.78942,NA,-176.91923,NA
5,80,5,17,ongoing,ongoing,ong_119.jpg,ong_090.jpg,-13.67635,NA,25.00781,NA,ong_003.jpg,ong_113.jpg,-13.67635,NA,25.00781,NA,ong_003.jpg,ong_113.jpg,-13.67635,NA,25.00781,NA
5,81,1,18,ongoing,ongoing,ong_131.jpg,ong_135.jpg,-23.14601,NA,-128.41412,NA,ong_203.jpg,ong_050.jpg,-23.14601,NA,-128.41412,NA,ong_203.jpg,ong_050.jpg,-23.14601,NA,-128.41412,NA
5,82,2,18,ongoing,ongoing,ong_140.jpg,ong_132.jpg,119.05767,NA,-19.65247,NA,ong_064.jpg,ong_199.jpg,119.05767,NA,-19.65247,NA,ong_064.jpg,ong_199.jpg,119.05767,NA,-19.65247,NA
5,83,3,18,ongoing,ongoing,ong_071.jpg,ong_020.jpg,-179.55453,NA,149.65002,NA,ong_157.jpg,ong_097.jpg,-179.55453,NA,149.65002,NA,ong_157.jpg,ong_097.jpg,-179.55453,NA,149.65002,NA
5,84,4,18,ongoing,ongoing,ong_137.jpg,ong_141.jpg,170.51138,NA,57.80151,NA,ong_177.jpg,ong_043.jpg,170.51138,NA,57.80151,NA,ong_177.jpg,ong_043.jpg,170.51138,NA,57.80151,NA
5,85,5,18,ongoing,ongoing,ong_134.jpg,ong_139.jpg,-83.82388,NA,106.25084,NA,ong_006.jpg,ong_045.jpg,-83.82388,NA,106.25084,NA,ong_006.jpg,ong_045.jpg,-83.82388,NA,106.25084,NA
5,86,1,19,prom,ongoing,ong_075.jpg,ong_096.jpg,-164.35464,NA,167.067470,NA,ong_012.jpg,ong_161.jpg,-164.35464,NA,167.067470,NA,ong_012.jpg,ong_161.jpg,-164.35464,NA,167.067470,NA
5,87,2,19,prom,ongoing,ong_047.jpg,ong_119.jpg,160.00292,NA,-123.419839,NA,ong_132.jpg,ong_041.jpg,160.00292,NA,-123.419839,NA,ong_132.jpg,ong_041.jpg,160.00292,NA,-123.419839,NA
5,88,3,19,prom,ongoing,ong_001.jpg,ong_051.jpg,-117.94215,NA,-167.061744,NA,ong_136.jpg,ong_051.jpg,-117.94215,NA,-167.061744,NA,ong_136.jpg,ong_051.jpg,-117.94215,NA,-167.061744,NA
5,89,4,19,prom,ongoing,ong_120.jpg,ong_093.jpg,93.77821,NA,6.381562,NA,ong_065.jpg,ong_062.jpg,93.77821,NA,6.381562,NA,ong_065.jpg,ong_062.jpg,93.77821,NA,6.381562,NA
5,90,5,19,prom,prom_spec,prm_197.jpg,prm_385.jpg,-38.00460,33,76.606729,-78,prm_126.jpg,prm_126.jpg,-38.00460,33,76.606729,-78,prm_501.jpg,prm_501.jpg,-38.00460,33,76.606729,-78
6,91,1,20,ongoing,ongoing,ong_109.jpg,ong_115.jpg,162.21017,NA,43.75892,NA,ong_243.jpg,ong_203.jpg,162.21017,NA,43.75892,NA,ong_243.jpg,ong_203.jpg,162.21017,NA,43.75892,NA
6,92,2,20,ongoing,ongoing,ong_027.jpg,ong_012.jpg,-122.68852,NA,93.43059,NA,ong_083.jpg,ong_111.jpg,-122.68852,NA,93.43059,NA,ong_083.jpg,ong_111.jpg,-122.68852,NA,93.43059,NA
6,93,3,20,ongoing,ongoing,ong_099.jpg,ong_033.jpg,-40.76597,NA,-131.83038,NA,ong_063.jpg,ong_160.jpg,-40.76597,NA,-131.83038,NA,ong_063.jpg,ong_160.jpg,-40.76597,NA,-131.83038,NA
6,94,4,20,ongoing,ongoing,ong_008.jpg,ong_073.jpg,86.29611,NA,-10.50482,NA,ong_041.jpg,ong_047.jpg,86.29611,NA,-10.50482,NA,ong_041.jpg,ong_047.jpg,86.29611,NA,-10.50482,NA
6,95,5,20,ongoing,ongoing,ong_101.jpg,ong_040.jpg,-173.40606,NA,167.39682,NA,ong_072.jpg,ong_216.jpg,-173.40606,NA,167.39682,NA,ong_072.jpg,ong_216.jpg,-173.40606,NA,167.39682,NA
6,96,1,21,ongoing,ongoing,ong_074.jpg,ong_052.jpg,-10.32431,NA,73.81433,NA,ong_216.jpg,ong_037.jpg,-10.32431,NA,73.81433,NA,ong_216.jpg,ong_037.jpg,-10.32431,NA,73.81433,NA
6,97,2,21,ongoing,ongoing,ong_046.jpg,ong_023.jpg,81.05842,NA,-119.59746,NA,ong_106.jpg,ong_176.jpg,81.05842,NA,-119.59746,NA,ong_106.jpg,ong_176.jpg,81.05842,NA,-119.59746,NA
6,98,3,21,ongoing,ongoing,ong_083.jpg,ong_099.jpg,-113.10209,NA,-18.69423,NA,ong_149.jpg,ong_006.jpg,-113.10209,NA,-18.69423,NA,ong_149.jpg,ong_006.jpg,-113.10209,NA,-18.69423,NA
6,99,4,21,ongoing,ongoing,ong_111.jpg,ong_108.jpg,-176.42473,NA,174.39389,NA,ong_043.jpg,ong_124.jpg,-176.42473,NA,174.39389,NA,ong_043.jpg,ong_124.jpg,-176.42473,NA,174.39389,NA
6,100,5,21,ongoing,ongoing,ong_072.jpg,ong_084.jpg,150.57957,NA,-176.48871,NA,ong_044.jpg,ong_223.jpg,150.57957,NA,-176.48871,NA,ong_044.jpg,ong_223.jpg,150.57957,NA,-176.48871,NA
6,101,1,22,ongoing,ongoing,ong_143.jpg,ong_131.jpg,160.53188,NA,67.95515,NA,ong_179.jpg,ong_181.jpg,160.53188,NA,67.95515,NA,ong_179.jpg,ong_181.jpg,160.53188,NA,67.95515,NA
6,102,2,22,ongoing,ongoing,ong_132.jpg,ong_130.jpg,-92.57725,NA,-22.25621,NA,ong_143.jpg,ong_002.jpg,-92.57725,NA,-22.25621,NA,ong_143.jpg,ong_002.jpg,-92.57725,NA,-22.25621,NA
6,103,3,22,ongoing,ongoing,ong_044.jpg,ong_025.jpg,-52.38350,NA,-145.37986,NA,ong_070.jpg,ong_029.jpg,-52.38350,NA,-145.37986,NA,ong_070.jpg,ong_029.jpg,-52.38350,NA,-145.37986,NA
6,104,4,22,ongoing,ongoing,ong_133.jpg,ong_134.jpg,110.94377,NA,127.69278,NA,ong_130.jpg,ong_196.jpg,110.94377,NA,127.69278,NA,ong_130.jpg,ong_196.jpg,110.94377,NA,127.69278,NA
6,105,5,22,ongoing,ongoing,ong_129.jpg,ong_129.jpg,-157.86017,NA,23.20136,NA,ong_069.jpg,ong_052.jpg,-157.86017,NA,23.20136,NA,ong_069.jpg,ong_052.jpg,-157.86017,NA,23.20136,NA
6,106,1,23,prom,ongoing,ong_084.jpg,ong_079.jpg,-162.57091,NA,28.37679,NA,ong_052.jpg,ong_067.jpg,-162.57091,NA,28.37679,NA,ong_052.jpg,ong_067.jpg,-162.57091,NA,28.37679,NA
6,107,2,23,prom,ongoing,ong_098.jpg,ong_056.jpg,77.22535,NA,-127.41886,NA,ong_034.jpg,ong_120.jpg,77.22535,NA,-127.41886,NA,ong_034.jpg,ong_120.jpg,77.22535,NA,-127.41886,NA
6,108,3,23,prom,ongoing,ong_097.jpg,ong_121.jpg,124.92925,NA,90.24439,NA,ong_035.jpg,ong_114.jpg,124.92925,NA,90.24439,NA,ong_035.jpg,ong_114.jpg,124.92925,NA,90.24439,NA
6,109,4,23,prom,ongoing,ong_066.jpg,ong_072.jpg,-90.26840,NA,-13.20718,NA,ong_018.jpg,ong_094.jpg,-90.26840,NA,-13.20718,NA,ong_018.jpg,ong_094.jpg,-90.26840,NA,-13.20718,NA
6,110,5,23,prom,prom_spec,prm_112.jpg,prm_112.jpg,168.80666,33,169.29522,-78,prm_343.jpg,prm_112.jpg,168.80666,33,169.29522,-78,prm_503.jpg,prm_504.jpg,168.80666,33,169.29522,-78
7,111,1,24,ongoing,ongoing,ong_053.jpg,ong_003.jpg,-91.99572,NA,-10.00123,NA,ong_097.jpg,ong_092.jpg,-91.99572,NA,-10.00123,NA,ong_097.jpg,ong_092.jpg,-91.99572,NA,-10.00123,NA
