"","partID","conds","datalong"
"94","part 94","l1_b",-0.0528047404438614
"95","part 95","l1_b",-0.0867564077509677
"96","part 96","l1_b",1.28627855065124
"97","part 97","l1_b",-1.02516903107829
"98","part 98","l1_b",1.35622686283358
"99","part 99","l1_b",0.0501809400023254
"100","part 100","l1_b",-0.418007948463065
"101","part 101","l1_b",0.601318681411447
"102","part 102","l1_b",1.1144498455398
"103","part 103","l1_b",-0.874839900069428
"104","part 104","l1_b",-0.782262577110332
"105","part 105","l1_b",0.754782545485138
"106","part 106","l1_b",0.891834845904748
"107","part 107","l1_b",0.413871424627876
"108","part 108","l1_b",-0.3710426520924
"109","part 109","l1_b",-1.22930733021433
"110","part 110","l1_b",1.21134014188108
"111","part 111","l1_b",0.236720382797112
"112","part 112","l1_b",1.11062378064483
"113","part 113","l1_b",0.359079244644621
"114","part 114","l1_b",-0.787692350733952
"115","part 115","l1_b",0.688836789857653
"116","part 116","l1_b",0.147558927072347
"117","part 117","l1_b",0.255325832521701
"118","part 118","l1_b",-0.328050628679106
"119","part 119","l1_b",1.55102884550015
"120","part 120","l1_b",-0.909329178734351
"121","part 121","l1_b",-1.47427140348224
"122","part 122","l1_b",-0.980772444423893
"123","part 123","l1_b",-1.18775791821885
"124","part 124","l1_b",0.347596678106304
"125","part 125","l1_b",-0.320230460886955
"126","part 126","l1_b",-0.251576634677209
"127","part 127","l1_b",0.716766594292954
"128","part 128","l1_b",-2.31114859562071
"129","part 129","l1_b",0.0540075535294512
"130","part 130","l1_b",0.180140044633048
"131","part 131","l1_b",0.708082798565677
"132","part 132","l1_b",0.427432219096476
"133","part 133","l1_b",-1.34374592968348
"134","part 134","l1_b",0.011840221262175
"135","part 135","l1_b",0.116696723211976
"136","part 136","l1_b",1.57672978929212
"137","part 137","l1_b",0.619110144120375
"138","part 138","l1_b",0.434813027920301
"139","part 139","l1_b",0.375289127314875
"140","part 140","l1_b",1.7972261537913
"141","part 141","l1_b",-0.272955121200388
"142","part 142","l1_b",2.11937314267644
"143","part 143","l1_b",0.638702637453691
"144","part 144","l1_b",-0.844691081531008
"145","part 145","l1_b",-0.700321792011593
"146","part 146","l1_b",2.09639883826742
"147","part 147","l1_b",0.00916067480420431
"148","part 148","l1_b",0.497503902392128
"149","part 149","l1_b",0.345437708523762
"150","part 150","l1_b",0.515170600566481
"151","part 151","l1_b",1.21794582814557
"152","part 152","l1_b",0.569467669347353
"153","part 153","l1_b",-0.907363342917532
"154","part 154","l1_b",-0.369475342535063
"155","part 155","l1_b",1.69569402805956
"156","part 156","l1_b",0.26563182678592
"157","part 157","l1_b",-0.2678838205421
"158","part 158","l1_b",0.058772889050711
"159","part 159","l1_b",0.59984382742026
"160","part 160","l1_b",-0.484409063977235
"161","part 161","l1_b",-0.449739860654249
"162","part 162","l1_b",0.185721566408413
"163","part 163","l1_b",1.04211037235597
"164","part 164","l1_b",-0.0167363696832472
"165","part 165","l1_b",-1.40373697612399
"166","part 166","l1_b",-1.62533625433647
"167","part 167","l1_b",-0.935140935285636
"168","part 168","l1_b",0.364941808588336
"169","part 169","l1_b",-1.30833598153243
"170","part 170","l1_b",-0.0431911097185575
"171","part 171","l1_b",1.54679651193187
"172","part 172","l1_b",-0.00382220704907984
"173","part 173","l1_b",0.350707596404493
"174","part 174","l1_b",0.29291099989538
"175","part 175","l1_b",-1.0129987826074
"176","part 176","l1_b",-0.6914836948009
"177","part 177","l1_b",1.17983654928689
"178","part 178","l1_b",0.55450127544128
"179","part 179","l1_b",-0.576942179100384
"180","part 180","l1_b",-0.721795626298234
"181","part 181","l1_b",0.236500926507456
"182","part 182","l1_b",0.77723291129851
"183","part 183","l1_b",0.38610359682411
"184","part 184","l1_b",-0.661356798370502
"185","part 185","l1_b",-0.723250857375383
"186","part 186","l1_b",0.837620314932481
"187","part 187","l1_b",-0.307422128552901
"188","part 188","l1_b",-0.150336805386966
"189","part 189","l1_b",-0.425921205862438
"190","part 190","l1_b",-0.3373369476482
"191","part 191","l1_b",0.684746085377809
"192","part 192","l1_b",0.637945839689765
"193","part 193","l1_b",1.65540242398349
"194","part 194","l1_b",0.836326827284089
"195","part 195","l1_b",-1.10054009841929
"196","part 196","l1_b",0.814223459313852
"197","part 197","l1_b",-0.50904038179476
"198","part 198","l1_b",1.88761274712832
"199","part 199","l1_b",1.62613985578319
"200","part 200","l1_b",1.28991690170109
"201","part 201","l1_b",0.28862443961718
"202","part 202","l1_b",-1.13844504112207
"203","part 203","l1_b",-1.02910373103097
"204","part 204","l1_b",-0.33565790271319
"205","part 205","l1_b",2.17113371845408
"206","part 206","l1_b",-0.0546457683952439
"207","part 207","l1_b",1.38211770615559
"208","part 208","l1_b",0.254140819793036
"209","part 209","l1_b",0.776150545215259
"210","part 210","l1_b",0.323858382754954
"211","part 211","l1_b",0.596270641756128
"212","part 212","l1_b",-0.0492512997717359
"213","part 213","l1_b",-0.177313870788268
"214","part 214","l1_b",0.621052192125772
"215","part 215","l1_b",0.089991485424737
"216","part 216","l1_b",-1.86101432000513
"217","part 217","l1_b",0.274899847444283
"218","part 218","l1_b",-2.06081798344071
"219","part 219","l1_b",-0.0200838838623067
"220","part 220","l1_b",0.348862184608276
"221","part 221","l1_b",0.774598974729914
"222","part 222","l1_b",-1.19212994121075
"223","part 223","l1_b",-0.172283649274538
"224","part 224","l1_b",0.944576868187869
"225","part 225","l1_b",1.51403948257147
"226","part 226","l1_b",0.325720380904665
"227","part 227","l1_b",-2.70148635070258
"228","part 228","l1_b",1.40691978639868
"229","part 229","l1_b",0.518768897642682
"230","part 230","l1_b",-0.875990296907348
"231","part 231","l1_b",-1.61743766573373
"232","part 232","l1_b",1.67744366190891
"233","part 233","l1_b",-0.234380924618337
"234","part 234","l1_b",-1.01522027880953
"235","part 235","l1_b",0.496475650033508
"236","part 236","l1_b",-0.597837920514393
"237","part 237","l1_b",-0.709408237035884
"238","part 238","l1_b",0.406728883696383
"239","part 239","l1_b",-0.844184666597007
"240","part 240","l1_b",0.965959882147525
"241","part 241","l1_b",-1.50578752702994
"242","part 242","l1_b",0.252739005147983
"243","part 243","l1_b",-1.03514762839006
"244","part 244","l1_b",1.44125933383759
"245","part 245","l1_b",-1.16908114898246
"246","part 246","l1_b",0.301562249164514
"247","part 247","l1_b",2.24707704663732
"248","part 248","l1_b",-0.718046021419112
"249","part 249","l1_b",-0.85812389047081
"250","part 250","l1_b",1.42946070063697
"251","part 1","l1_pm",-0.304572994901207
"252","part 2","l1_pm",-0.51604323498137
"253","part 3","l1_pm",1.83581999501248
"254","part 4","l1_pm",0.983184266571061
"255","part 5","l1_pm",-1.11502587715415
"256","part 6","l1_pm",0.942644098081397
"257","part 7","l1_pm",-0.879530895969696
"258","part 8","l1_pm",1.32857091131365
"259","part 9","l1_pm",-0.871691665026708
"260","part 10","l1_pm",1.51695512267467
"261","part 11","l1_pm",0.167026462024957
"262","part 12","l1_pm",-0.0279077998523202
"263","part 13","l1_pm",-0.50953319498885
"264","part 14","l1_pm",0.424200832031445
"265","part 15","l1_pm",2.84435476993454
"266","part 16","l1_pm",1.30730249189507
"267","part 17","l1_pm",-0.323676636199788
"268","part 18","l1_pm",0.0927361567372112
"269","part 19","l1_pm",-0.472013628451357
"270","part 20","l1_pm",-0.710014362646838
"271","part 21","l1_pm",-0.574111462947889
"272","part 22","l1_pm",1.14329845431874
"273","part 23","l1_pm",0.920290401346237
"274","part 24","l1_pm",1.16897903171481
"275","part 25","l1_pm",-0.291536574586882
"276","part 26","l1_pm",-1.33600849461865
"277","part 27","l1_pm",-1.07305238705254
"278","part 28","l1_pm",0.0692133410253802
"279","part 29","l1_pm",1.10996927058592
"280","part 30","l1_pm",1.7332318385272
"281","part 31","l1_pm",1.45752632652522
"282","part 32","l1_pm",0.195921212099757
"283","part 33","l1_pm",-0.177036687513154
"284","part 34","l1_pm",0.785246823643034
"285","part 35","l1_pm",-0.165499255855133
"286","part 36","l1_pm",-0.391012922466305
"287","part 37","l1_pm",-0.994252851809839
"288","part 38","l1_pm",0.963498319162438
"289","part 39","l1_pm",0.107204104855132
"290","part 40","l1_pm",-0.530040736761507
"291","part 41","l1_pm",-0.391329109004749
"292","part 42","l1_pm",0.0704850524125441
"293","part 43","l1_pm",-1.4672260354291
"294","part 44","l1_pm",-0.213835614211952
"295","part 45","l1_pm",0.0361065055562669
"296","part 46","l1_pm",-0.684487283423141
"297","part 47","l1_pm",-0.518329368023182
"298","part 48","l1_pm",1.40739017227934
"299","part 49","l1_pm",-0.633326045364947
"300","part 50","l1_pm",0.135752360032122
"301","part 51","l1_pm",0.684235329977895
"302","part 52","l1_pm",0.509503637310536
"303","part 53","l1_pm",1.25105924932078
"304","part 54","l1_pm",0.135734118516427
"305","part 55","l1_pm",1.11539248650794
"306","part 56","l1_pm",1.38795252869815
"307","part 57","l1_pm",0.5386956996192
"308","part 58","l1_pm",-0.123571148361625
"309","part 59","l1_pm",-0.600823480022907
"310","part 60","l1_pm",-0.658276215420892
"311","part 61","l1_pm",-0.214358938671429
"312","part 62","l1_pm",1.24454863016899
"313","part 63","l1_pm",-0.0295068726574119
"314","part 64","l1_pm",2.59083811742531
"315","part 65","l1_pm",0.23478154171487
"316","part 66","l1_pm",-1.9975204237453
"317","part 67","l1_pm",-1.08771326728542
"318","part 68","l1_pm",-1.98810412955521
"319","part 69","l1_pm",0.077566169265777
"320","part 70","l1_pm",1.22329336191816
"321","part 71","l1_pm",0.92268444969801
"322","part 72","l1_pm",1.99258391249105
"323","part 73","l1_pm",-0.353625537413683
"324","part 74","l1_pm",-0.766603789566184
"325","part 75","l1_pm",0.337758908548022
"326","part 76","l1_pm",-1.34260228074329
"327","part 77","l1_pm",0.786135995723521
"328","part 78","l1_pm",1.99930477089996
"329","part 79","l1_pm",-0.133865128159362
"330","part 80","l1_pm",-1.5086622472139
"331","part 81","l1_pm",0.998879348702765
"332","part 82","l1_pm",0.439787361381273
"333","part 83","l1_pm",-0.0588331103673598
"334","part 84","l1_pm",0.449534467344892
"335","part 85","l1_pm",0.876626879102756
"336","part 86","l1_pm",0.484978171949385
"337","part 87","l1_pm",-1.60985012560711
"338","part 88","l1_pm",0.402180033564816
"339","part 89","l1_pm",-0.162484591000905
"340","part 90","l1_pm",-0.64317371076109
"341","part 91","l1_pm",0.119927599875173
"342","part 92","l1_pm",0.15207337820612
"343","part 93","l1_pm",1.90488336798087
"344","part 94","l1_pm",-0.251650054876024
"345","part 95","l1_pm",-0.424717575896562
"346","part 96","l1_pm",0.311742454449516
"347","part 97","l1_pm",-0.776214438364268
"348","part 98","l1_pm",2.01020407031952
"349","part 99","l1_pm",-0.0912320028038244
"350","part 100","l1_pm",-0.248277580483948
"351","part 101","l1_pm",0.79604616703089
"352","part 102","l1_pm",1.60002322178342
"353","part 103","l1_pm",-0.598544475576336
"354","part 104","l1_pm",-0.476768312777993
"355","part 105","l1_pm",0.81710718030374
"356","part 106","l1_pm",0.540658524965597
"357","part 107","l1_pm",0.651244530208203
"358","part 108","l1_pm",0.593984993453171
"359","part 109","l1_pm",-1.06702327813246
"360","part 110","l1_pm",1.6778569715243
"361","part 111","l1_pm",-0.265191686946868
"362","part 112","l1_pm",0.727623667523056
"363","part 113","l1_pm",0.369512726389104
"364","part 114","l1_pm",-0.807868667441596
"365","part 115","l1_pm",1.33509813527597
"366","part 116","l1_pm",0.0106313036410527
"367","part 117","l1_pm",0.164252443134821
"368","part 118","l1_pm",-0.33763414814774
"369","part 119","l1_pm",0.842445002616194
"370","part 120","l1_pm",-1.37465804695913
"371","part 121","l1_pm",-2.05286652725813
"372","part 122","l1_pm",-0.61940195760937
"373","part 123","l1_pm",-1.58027498967508
"374","part 124","l1_pm",0.939250808914003
"375","part 125","l1_pm",-0.953453936441878
"376","part 126","l1_pm",-0.214853638009966
"377","part 127","l1_pm",0.739672164663573
"378","part 128","l1_pm",-1.98083730699235
"379","part 129","l1_pm",-0.228889029235056
"380","part 130","l1_pm",0.310389790201419
"381","part 131","l1_pm",0.538732569626831
"382","part 132","l1_pm",-0.149746181071811
"383","part 133","l1_pm",-0.649279979510004
"384","part 134","l1_pm",-0.361618895304258
"385","part 135","l1_pm",0.0623855375699226
"386","part 136","l1_pm",1.90620049461476
"387","part 137","l1_pm",1.26185605681418
"388","part 138","l1_pm",0.824319988792128
"389","part 139","l1_pm",0.796917419628855
"390","part 140","l1_pm",1.90564579538989
"391","part 141","l1_pm",-0.537476770355843
"392","part 142","l1_pm",2.0670493614149
"393","part 143","l1_pm",0.463816645744137
"394","part 144","l1_pm",-1.36223842160881
"395","part 145","l1_pm",-0.475495995674449
"396","part 146","l1_pm",2.6380576845227
"397","part 147","l1_pm",-0.0479193486246133
"398","part 148","l1_pm",0.913702769927659
"399","part 149","l1_pm",0.714286113015831
"400","part 150","l1_pm",1.02468120832528
"401","part 151","l1_pm",0.942404876397587
"402","part 152","l1_pm",0.535295331457387
"403","part 153","l1_pm",-0.175023131788903
"404","part 154","l1_pm",-1.17585442409674
"405","part 155","l1_pm",1.66702908435305
"406","part 156","l1_pm",0.842079413124413
"407","part 157","l1_pm",0.627308936850421
"408","part 158","l1_pm",1.25911631522046
"409","part 159","l1_pm",0.29060003096805
"410","part 160","l1_pm",-0.155894512328895
"411","part 161","l1_pm",-0.553099608407078
"412","part 162","l1_pm",0.605344947036983
"413","part 163","l1_pm",0.736334097244272
"414","part 164","l1_pm",0.566223267662751
"415","part 165","l1_pm",-0.78294087320167
"416","part 166","l1_pm",-1.22015246698128
"417","part 167","l1_pm",-0.766758007970981
"418","part 168","l1_pm",0.720249899260672
"419","part 169","l1_pm",-1.37804676679564
"420","part 170","l1_pm",-0.669025612690625
"421","part 171","l1_pm",0.970533606736648
"422","part 172","l1_pm",-0.142398012046858
"423","part 173","l1_pm",0.202012978567414
"424","part 174","l1_pm",1.97728284809806
"425","part 175","l1_pm",-0.446518473345547
"426","part 176","l1_pm",-0.500762833110201
"427","part 177","l1_pm",1.38565807200843
"428","part 178","l1_pm",0.160659446703798
"429","part 179","l1_pm",-0.239365579878544
"430","part 180","l1_pm",-1.25730180340005
"431","part 181","l1_pm",-0.113621633490918
"432","part 182","l1_pm",0.336159289875501
"433","part 183","l1_pm",1.12803654593351
"434","part 184","l1_pm",0.205966694945079
"435","part 185","l1_pm",-0.810687839498856
"436","part 186","l1_pm",0.731713018838328
"437","part 187","l1_pm",-0.378528645821488
"438","part 188","l1_pm",0.225449099700097
"439","part 189","l1_pm",-0.114309682304468
"440","part 190","l1_pm",-0.339192924062789
"441","part 191","l1_pm",0.861044306150808
"442","part 192","l1_pm",0.860977359725951
"443","part 193","l1_pm",1.57251043310439
"444","part 194","l1_pm",1.07634970746226
"445","part 195","l1_pm",-0.289922365263051
"446","part 196","l1_pm",0.194229942333812
"447","part 197","l1_pm",-0.432622698590272
"448","part 198","l1_pm",1.38276660017338
"449","part 199","l1_pm",1.82047319274795
"450","part 200","l1_pm",1.40297410053809
"451","part 201","l1_pm",0.888521259821792
"452","part 202","l1_pm",-1.5354043785178
"453","part 203","l1_pm",-0.862926006724553
"454","part 204","l1_pm",-0.127309234209638
"455","part 205","l1_pm",2.30299718519886
"456","part 206","l1_pm",-0.717681700069319
"457","part 207","l1_pm",1.55142027283534
"458","part 208","l1_pm",1.29836192214229
"459","part 209","l1_pm",1.78550738866911
"460","part 210","l1_pm",-0.333314417311959
"461","part 211","l1_pm",0.929902231439936
"462","part 212","l1_pm",-0.744583187136848
"463","part 213","l1_pm",0.140363201800902
"464","part 214","l1_pm",0.701878552241399
"465","part 215","l1_pm",-0.108728537871519
"466","part 216","l1_pm",-1.26199774485139
"467","part 217","l1_pm",0.58984082067268
"468","part 218","l1_pm",-1.489099523516
"469","part 219","l1_pm",-0.790174167346694
"470","part 220","l1_pm",0.716559096844056
"471","part 221","l1_pm",1.08134594937975
"472","part 222","l1_pm",-0.873538570287008
"473","part 223","l1_pm",-0.115464842710885
"474","part 224","l1_pm",0.999595065393102
"475","part 225","l1_pm",1.98701257558242
"476","part 226","l1_pm",0.630519435676369
"477","part 227","l1_pm",-2.31355906234251
"478","part 228","l1_pm",1.5399080980407
"479","part 229","l1_pm",0.542082342307592
"480","part 230","l1_pm",-0.67594082023036
"481","part 231","l1_pm",-1.03286524726485
"482","part 232","l1_pm",2.57861678624779
"483","part 233","l1_pm",-0.0474570266801529
"484","part 234","l1_pm",-1.34470776880879
"485","part 235","l1_pm",0.998153255178255
"486","part 236","l1_pm",0.0178425531977687
"487","part 237","l1_pm",-1.11406105024504
"488","part 238","l1_pm",0.227494897433339
"489","part 239","l1_pm",0.0673959893761971
"490","part 240","l1_pm",0.334272594551867
"491","part 241","l1_pm",-1.87925458364406
"492","part 242","l1_pm",-0.318937207455382
"493","part 243","l1_pm",-0.947999533763599
"494","part 244","l1_pm",1.56140388257903
"495","part 245","l1_pm",-1.0767402302182
"496","part 246","l1_pm",0.392410796983647
"497","part 247","l1_pm",2.55266327679682
"498","part 248","l1_pm",-1.60315728302542
"499","part 249","l1_pm",-0.816045462825952
"500","part 250","l1_pm",1.25214325674
"501","part 1","l3_b",0.611951001456749
"502","part 2","l3_b",0.317172200410932
"503","part 3","l3_b",2.05881338525938
"504","part 4","l3_b",0.799678425630504
"505","part 5","l3_b",-0.79278591312783
"506","part 6","l3_b",1.66001040571973
"507","part 7","l3_b",-0.896949082962157
"508","part 8","l3_b",1.8019272238261
"509","part 9","l3_b",-0.725675171280861
"510","part 10","l3_b",1.5696866278384
"511","part 11","l3_b",-0.0504016767219527
"512","part 12","l3_b",-0.0699434775980838
"513","part 13","l3_b",-0.103703695709495
"514","part 14","l3_b",-0.286276189343481
"515","part 15","l3_b",2.17889028292148
"516","part 16","l3_b",1.79823533560779
"517","part 17","l3_b",-0.59590565701776
"518","part 18","l3_b",-0.230453172988255
"519","part 19","l3_b",0.0250319046407195
"520","part 20","l3_b",0.257235954510313
"521","part 21","l3_b",-0.437668103815343
"522","part 22","l3_b",1.22884361045954
"523","part 23","l3_b",1.13230241765526
"524","part 24","l3_b",1.18343876194544
"525","part 25","l3_b",-0.922903621404234
"526","part 26","l3_b",-1.39620698695499
"527","part 27","l3_b",-0.576439728285441
"528","part 28","l3_b",0.487176222334957
"529","part 29","l3_b",1.30542325721388
"530","part 30","l3_b",2.09450599093671
"531","part 31","l3_b",1.64746232663672
"532","part 32","l3_b",0.121258469455703
"533","part 33","l3_b",-0.14889416233282
"534","part 34","l3_b",0.5656868646686
"535","part 35","l3_b",-0.480463127749502
"536","part 36","l3_b",-0.533088805605647
"537","part 37","l3_b",-0.474533022347648
"538","part 38","l3_b",1.25390541151794
"539","part 39","l3_b",1.02506194752147
"540","part 40","l3_b",0.0120063380105259
"541","part 41","l3_b",-0.249838352699575
"542","part 42","l3_b",0.646329577008895
"543","part 43","l3_b",-1.09683071398716
"544","part 44","l3_b",0.255290295724352
"545","part 45","l3_b",-0.243249906317573
"546","part 46","l3_b",-0.187264843594615
"547","part 47","l3_b",-0.552985968115052
"548","part 48","l3_b",1.79872978188526
"549","part 49","l3_b",-0.74277277861559
"550","part 50","l3_b",0.160972934281657
"551","part 51","l3_b",0.633171863516608
"552","part 52","l3_b",0.789999550627381
"553","part 53","l3_b",1.61743788137885
"554","part 54","l3_b",0.302121140923517
"555","part 55","l3_b",0.875875292975386
"556","part 56","l3_b",1.1767334973428
"557","part 57","l3_b",0.292860006999476
"558","part 58","l3_b",-0.352749141226874
"559","part 59","l3_b",-1.00101845611819
"560","part 60","l3_b",-0.376587239607962
"561","part 61","l3_b",0.677724853419292
"562","part 62","l3_b",1.83607584471909
"563","part 63","l3_b",-0.476789296125357
"564","part 64","l3_b",2.12072969664572
"565","part 65","l3_b",-0.666262392559754
"566","part 66","l3_b",-1.6930153130367
"567","part 67","l3_b",-0.942220144160505
"568","part 68","l3_b",-2.13211366056778
"569","part 69","l3_b",-0.0882601511450393
"570","part 70","l3_b",1.63577726555404
"571","part 71","l3_b",1.79413616887757
"572","part 72","l3_b",1.31039656394
"573","part 73","l3_b",0.662954980060715
"574","part 74","l3_b",-0.949383181071987
"575","part 75","l3_b",0.189593417425913
"576","part 76","l3_b",-1.09431011088516
"577","part 77","l3_b",0.660500741760999
"578","part 78","l3_b",2.44499706429728
"579","part 79","l3_b",-0.355830482281014
"580","part 80","l3_b",-0.775917379768489
"581","part 81","l3_b",-0.172818313991007
"582","part 82","l3_b",0.29002043648309
"583","part 83","l3_b",-0.166944277821006
"584","part 84","l3_b",0.0220979179176545
"585","part 85","l3_b",0.974122363271738
"586","part 86","l3_b",1.58104366985735
"587","part 87","l3_b",-1.87762851428174
"588","part 88","l3_b",0.429357421326029
"589","part 89","l3_b",-1.29982345997238
"590","part 90","l3_b",-1.17889417557084
"591","part 91","l3_b",0.224821116775002
"592","part 92","l3_b",-0.275933549332391
"593","part 93","l3_b",1.42070278428066
"594","part 94","l3_b",-0.343367508848529
"595","part 95","l3_b",-0.241822765417299
"596","part 96","l3_b",0.821653396017951
"597","part 97","l3_b",-0.833432390278667
"598","part 98","l3_b",2.02097122696529
"599","part 99","l3_b",-0.0790601530453716
"600","part 100","l3_b",-0.364461075662838
"601","part 101","l3_b",0.232181296248594
"602","part 102","l3_b",1.40229887649544
"603","part 103","l3_b",-0.475155862625387
"604","part 104","l3_b",-0.190390255971286
"605","part 105","l3_b",0.859631885098171
"606","part 106","l3_b",0.662014330696047
"607","part 107","l3_b",0.901935549869832
"608","part 108","l3_b",0.361304849394242
"609","part 109","l3_b",-1.25473276704123
"610","part 110","l3_b",1.09493897187158
"611","part 111","l3_b",0.321482453154472
"612","part 112","l3_b",0.26749914318369
"613","part 113","l3_b",1.14779307910095
"614","part 114","l3_b",-0.862691354259014
"615","part 115","l3_b",0.965871308206853
"616","part 116","l3_b",-0.453796568902058
"617","part 117","l3_b",-0.0722720237122534
"618","part 118","l3_b",-0.710454874097452
"619","part 119","l3_b",1.57387380980697
"620","part 120","l3_b",-1.02871137112348
"621","part 121","l3_b",-1.54163877014565
"622","part 122","l3_b",-0.639102731282453
"623","part 123","l3_b",-2.00842797898682
"624","part 124","l3_b",0.682255635840971
"625","part 125","l3_b",-0.596293069885986
"626","part 126","l3_b",-0.773321583149782
"627","part 127","l3_b",1.52419618443758
"628","part 128","l3_b",-1.73251546550237
"629","part 129","l3_b",0.228310607672489
"630","part 130","l3_b",0.147505359403753
"631","part 131","l3_b",0.374611789838937
"632","part 132","l3_b",0.102056524393817
"633","part 133","l3_b",-0.342969753935352
"634","part 134","l3_b",0.249310978304809
"635","part 135","l3_b",-0.014097980340297
"636","part 136","l3_b",1.96891403712648
"637","part 137","l3_b",1.73897850762768
"638","part 138","l3_b",0.760856925210762
"639","part 139","l3_b",0.52606521431388
"640","part 140","l3_b",1.3014418941414
"641","part 141","l3_b",-0.464413790796666
"642","part 142","l3_b",1.73656822802424
"643","part 143","l3_b",0.874392175618706
"644","part 144","l3_b",-0.989609379127747
"645","part 145","l3_b",-0.428921308274519
"646","part 146","l3_b",2.06815954466107
"647","part 147","l3_b",-0.251231316021977
"648","part 148","l3_b",0.637365316155004
"649","part 149","l3_b",0.511220330209612
"650","part 150","l3_b",1.82233548049684
"651","part 151","l3_b",1.96198803289479
"652","part 152","l3_b",-0.0483257271038338
"653","part 153","l3_b",-0.377887196287613
"654","part 154","l3_b",-0.491392225997849
"655","part 155","l3_b",1.31531360745402
"656","part 156","l3_b",-0.0491588415503835
"657","part 157","l3_b",0.724799966908987
"658","part 158","l3_b",0.985339312843549
"659","part 159","l3_b",1.05578349706137
"660","part 160","l3_b",-0.462724655171083
"661","part 161","l3_b",-0.425834044430535
"662","part 162","l3_b",0.454401852622277
"663","part 163","l3_b",0.999515494014209
"664","part 164","l3_b",1.14643931742529
"665","part 165","l3_b",-0.860325499837368
"666","part 166","l3_b",-1.50658012565549
"667","part 167","l3_b",-0.984845881636018
"668","part 168","l3_b",1.25519623436926
