block_number,stimulus_seq,trial_seq,trial_number,trial_type,stimulus_type,image_v1,image_v2,hue_v1,hue_prom_v1,hue_v2,hue_prom_v2,image_v3,image_v4,hue_v3,hue_prom_v3,hue_v4,hue_prom_v4,image_v5,image_v6,hue_v5,hue_prom_v5,hue_v6,hue_prom_v6
5,11,2,49,ongoing,ongoing,ong_201.jpg,ong_245.jpg,61.1854,NA,-9.775576,NA,ong_201.jpg,ong_245.jpg,61.1854,NA,-9.775576,NA,ong_201.jpg,ong_245.jpg,61.1854,NA,-9.775576,NA
5,12,3,49,ongoing,ongoing,ong_151.jpg,ong_164.jpg,110.3565,NA,-55.482884,NA,ong_151.jpg,ong_164.jpg,110.3565,NA,-55.482884,NA,ong_151.jpg,ong_164.jpg,110.3565,NA,-55.482884,NA
5,13,1,50,ongoing,ongoing,ong_090.jpg,ong_086.jpg,91.82449,NA,173.63243,NA,ong_090.jpg,ong_086.jpg,91.82449,NA,173.63243,NA,ong_090.jpg,ong_086.jpg,91.82449,NA,173.63243,NA
5,14,2,50,ongoing,ongoing,ong_027.jpg,ong_025.jpg,173.42364,NA,98.84098,NA,ong_027.jpg,ong_025.jpg,173.42364,NA,98.84098,NA,ong_027.jpg,ong_025.jpg,173.42364,NA,98.84098,NA
5,15,3,50,ongoing,ongoing,ong_180.jpg,ong_194.jpg,-158.40472,NA,-66.78700,NA,ong_180.jpg,ong_194.jpg,-158.40472,NA,-66.78700,NA,ong_180.jpg,ong_194.jpg,-158.40472,NA,-66.78700,NA
5,16,1,51,prom,ongoing,ong_129.jpg,ong_085.jpg,-97.25163,NA,171.728437,NA,ong_129.jpg,ong_085.jpg,-97.25163,NA,171.728437,NA,ong_129.jpg,ong_085.jpg,-97.25163,NA,171.728437,NA
5,17,2,51,prom,ongoing,ong_150.jpg,ong_209.jpg,121.25121,NA,-174.726566,NA,ong_150.jpg,ong_209.jpg,121.25121,NA,-174.726566,NA,ong_150.jpg,ong_209.jpg,121.25121,NA,-174.726566,NA
5,18,3,51,prom,prom_spec,prm_162.jpg,prm_117.jpg,-143.31892,17,-1.818731,-107,prm_502.jpg,prm_503.jpg,-143.31892,17,-1.818731,-107,prm_197.jpg,prm_343.jpg,-143.31892,17,-1.818731,-107
5,19,1,52,ongoing,ongoing,ong_048.jpg,ong_195.jpg,-152.9912,NA,179.2949,NA,ong_048.jpg,ong_195.jpg,-152.9912,NA,179.2949,NA,ong_048.jpg,ong_195.jpg,-152.9912,NA,179.2949,NA
5,20,2,52,ongoing,ongoing,ong_205.jpg,ong_100.jpg,118.0166,NA,108.3939,NA,ong_205.jpg,ong_100.jpg,118.0166,NA,108.3939,NA,ong_205.jpg,ong_100.jpg,118.0166,NA,108.3939,NA
5,21,3,52,ongoing,ongoing,ong_038.jpg,ong_044.jpg,160.1119,NA,-149.9985,NA,ong_038.jpg,ong_044.jpg,160.1119,NA,-149.9985,NA,ong_038.jpg,ong_044.jpg,160.1119,NA,-149.9985,NA
5,22,1,53,ongoing,ongoing,ong_053.jpg,ong_158.jpg,-61.41013,NA,130.00166,NA,ong_053.jpg,ong_158.jpg,-61.41013,NA,130.00166,NA,ong_053.jpg,ong_158.jpg,-61.41013,NA,130.00166,NA
5,23,2,53,ongoing,ongoing,ong_164.jpg,ong_204.jpg,-121.34805,NA,-18.08672,NA,ong_164.jpg,ong_204.jpg,-121.34805,NA,-18.08672,NA,ong_164.jpg,ong_204.jpg,-121.34805,NA,-18.08672,NA
5,24,3,53,ongoing,ongoing,ong_123.jpg,ong_183.jpg,162.29587,NA,-154.12173,NA,ong_123.jpg,ong_183.jpg,162.29587,NA,-154.12173,NA,ong_123.jpg,ong_183.jpg,162.29587,NA,-154.12173,NA
5,25,1,54,ongoing,ongoing,ong_084.jpg,ong_137.jpg,-83.85062,NA,34.46655,NA,ong_084.jpg,ong_137.jpg,-83.85062,NA,34.46655,NA,ong_084.jpg,ong_137.jpg,-83.85062,NA,34.46655,NA
5,26,2,54,ongoing,ongoing,ong_086.jpg,ong_228.jpg,145.72362,NA,-172.60349,NA,ong_086.jpg,ong_228.jpg,145.72362,NA,-172.60349,NA,ong_086.jpg,ong_228.jpg,145.72362,NA,-172.60349,NA
5,27,3,54,ongoing,ongoing,ong_080.jpg,ong_016.jpg,-125.28461,NA,86.61363,NA,ong_080.jpg,ong_016.jpg,-125.28461,NA,86.61363,NA,ong_080.jpg,ong_016.jpg,-125.28461,NA,86.61363,NA
5,28,1,55,ongoing,ongoing,ong_057.jpg,ong_205.jpg,-135.43039,NA,110.42172,NA,ong_057.jpg,ong_205.jpg,-135.43039,NA,110.42172,NA,ong_057.jpg,ong_205.jpg,-135.43039,NA,110.42172,NA
5,29,2,55,ongoing,ongoing,ong_173.jpg,ong_057.jpg,-56.73722,NA,-61.34423,NA,ong_173.jpg,ong_057.jpg,-56.73722,NA,-61.34423,NA,ong_173.jpg,ong_057.jpg,-56.73722,NA,-61.34423,NA
5,30,3,55,ongoing,ongoing,ong_079.jpg,ong_243.jpg,73.11586,NA,150.95792,NA,ong_079.jpg,ong_243.jpg,73.11586,NA,150.95792,NA,ong_079.jpg,ong_243.jpg,73.11586,NA,150.95792,NA
5,31,1,56,ongoing,ongoing,ong_009.jpg,ong_042.jpg,65.93304,NA,-21.38072,NA,ong_009.jpg,ong_042.jpg,65.93304,NA,-21.38072,NA,ong_009.jpg,ong_042.jpg,65.93304,NA,-21.38072,NA
5,32,2,56,ongoing,ongoing,ong_234.jpg,ong_015.jpg,-82.2306,NA,37.29153,NA,ong_234.jpg,ong_015.jpg,-82.2306,NA,37.29153,NA,ong_234.jpg,ong_015.jpg,-82.2306,NA,37.29153,NA
5,33,3,56,ongoing,ongoing,ong_152.jpg,ong_189.jpg,-156.88502,NA,-168.55954,NA,ong_152.jpg,ong_189.jpg,-156.88502,NA,-168.55954,NA,ong_152.jpg,ong_189.jpg,-156.88502,NA,-168.55954,NA
5,34,1,57,ongoing,ongoing,ong_264.jpg,ong_267.jpg,143.30817,NA,159.57034,NA,ong_264.jpg,ong_267.jpg,143.30817,NA,159.57034,NA,ong_264.jpg,ong_267.jpg,143.30817,NA,159.57034,NA
6,35,2,57,ongoing,ongoing,ong_010.jpg,ong_106.jpg,87.06069,NA,-41.04771,NA,ong_010.jpg,ong_106.jpg,87.06069,NA,-41.04771,NA,ong_010.jpg,ong_106.jpg,87.06069,NA,-41.04771,NA
5,36,3,57,ongoing,ongoing,ong_270.jpg,ong_265.jpg,-93.5509,NA,86.58324,NA,ong_270.jpg,ong_265.jpg,-93.5509,NA,86.58324,NA,ong_270.jpg,ong_265.jpg,-93.5509,NA,86.58324,NA
5,37,1,58,ongoing,ongoing,ong_189.jpg,ong_119.jpg,-132.84077,NA,50.83115,NA,ong_189.jpg,ong_119.jpg,-132.84077,NA,50.83115,NA,ong_189.jpg,ong_119.jpg,-132.84077,NA,50.83115,NA
5,38,2,58,ongoing,ongoing,ong_213.jpg,ong_213.jpg,81.38742,NA,-61.04782,NA,ong_213.jpg,ong_213.jpg,81.38742,NA,-61.04782,NA,ong_213.jpg,ong_213.jpg,81.38742,NA,-61.04782,NA
5,39,3,58,ongoing,ongoing,ong_214.jpg,ong_225.jpg,-31.49201,NA,179.62414,NA,ong_214.jpg,ong_225.jpg,-31.49201,NA,179.62414,NA,ong_214.jpg,ong_225.jpg,-31.49201,NA,179.62414,NA
6,40,1,59,ongoing,ongoing,ong_045.jpg,ong_186.jpg,-100.73578,NA,-1.718368,NA,ong_045.jpg,ong_186.jpg,-100.73578,NA,-1.718368,NA,ong_045.jpg,ong_186.jpg,-100.73578,NA,-1.718368,NA
6,41,2,59,ongoing,ongoing,ong_122.jpg,ong_103.jpg,-154.50921,NA,66.756994,NA,ong_122.jpg,ong_103.jpg,-154.50921,NA,66.756994,NA,ong_122.jpg,ong_103.jpg,-154.50921,NA,66.756994,NA
6,42,3,59,ongoing,ongoing,ong_221.jpg,ong_159.jpg,-49.85758,NA,132.000584,NA,ong_221.jpg,ong_159.jpg,-49.85758,NA,132.000584,NA,ong_221.jpg,ong_159.jpg,-49.85758,NA,132.000584,NA
6,43,1,60,ongoing,ongoing,ong_225.jpg,ong_077.jpg,-68.76169,NA,0.526003,NA,ong_225.jpg,ong_077.jpg,-68.76169,NA,0.526003,NA,ong_225.jpg,ong_077.jpg,-68.76169,NA,0.526003,NA
6,44,2,60,ongoing,ongoing,ong_067.jpg,ong_096.jpg,-177.05234,NA,44.001245,NA,ong_067.jpg,ong_096.jpg,-177.05234,NA,44.001245,NA,ong_067.jpg,ong_096.jpg,-177.05234,NA,44.001245,NA
6,45,3,60,ongoing,ongoing,ong_194.jpg,ong_001.jpg,99.36645,NA,176.671804,NA,ong_194.jpg,ong_001.jpg,99.36645,NA,176.671804,NA,ong_194.jpg,ong_001.jpg,99.36645,NA,176.671804,NA
6,46,1,61,ongoing,ongoing,ong_231.jpg,ong_017.jpg,-86.97752,NA,136.941244,NA,ong_231.jpg,ong_017.jpg,-86.97752,NA,136.941244,NA,ong_231.jpg,ong_017.jpg,-86.97752,NA,136.941244,NA
6,47,2,61,ongoing,ongoing,ong_073.jpg,ong_144.jpg,139.0125,NA,6.387474,NA,ong_073.jpg,ong_144.jpg,139.0125,NA,6.387474,NA,ong_073.jpg,ong_144.jpg,139.0125,NA,6.387474,NA
6,48,3,61,ongoing,ongoing,ong_060.jpg,ong_018.jpg,-172.59696,NA,-66.298473,NA,ong_060.jpg,ong_018.jpg,-172.59696,NA,-66.298473,NA,ong_060.jpg,ong_018.jpg,-172.59696,NA,-66.298473,NA
6,49,1,62,ongoing,ongoing,ong_078.jpg,ong_060.jpg,103.3438,NA,90.77708,NA,ong_078.jpg,ong_060.jpg,103.3438,NA,90.77708,NA,ong_078.jpg,ong_060.jpg,103.3438,NA,90.77708,NA
6,50,2,62,ongoing,ongoing,ong_219.jpg,ong_004.jpg,-112.7546,NA,160.07656,NA,ong_219.jpg,ong_004.jpg,-112.7546,NA,160.07656,NA,ong_219.jpg,ong_004.jpg,-112.7546,NA,160.07656,NA
6,51,3,62,ongoing,ongoing,ong_036.jpg,ong_234.jpg,-57.9223,NA,2.46743,NA,ong_036.jpg,ong_234.jpg,-57.9223,NA,2.46743,NA,ong_036.jpg,ong_234.jpg,-57.9223,NA,2.46743,NA
6,52,1,63,ongoing,ongoing,ong_110.jpg,ong_207.jpg,-140.66991,NA,-171.85274,NA,ong_110.jpg,ong_207.jpg,-140.66991,NA,-171.85274,NA,ong_110.jpg,ong_207.jpg,-140.66991,NA,-171.85274,NA
6,53,2,63,ongoing,ongoing,ong_021.jpg,ong_107.jpg,-85.73485,NA,64.92391,NA,ong_021.jpg,ong_107.jpg,-85.73485,NA,64.92391,NA,ong_021.jpg,ong_107.jpg,-85.73485,NA,64.92391,NA
6,54,3,63,ongoing,ongoing,ong_118.jpg,ong_087.jpg,142.32115,NA,111.31338,NA,ong_118.jpg,ong_087.jpg,142.32115,NA,111.31338,NA,ong_118.jpg,ong_087.jpg,142.32115,NA,111.31338,NA
6,55,1,64,ongoing,ongoing,ong_109.jpg,ong_031.jpg,-92.5464,NA,-173.52245,NA,ong_109.jpg,ong_031.jpg,-92.5464,NA,-173.52245,NA,ong_109.jpg,ong_031.jpg,-92.5464,NA,-173.52245,NA
6,56,2,64,ongoing,ongoing,ong_139.jpg,ong_005.jpg,150.88263,NA,93.86023,NA,ong_139.jpg,ong_005.jpg,150.88263,NA,93.86023,NA,ong_139.jpg,ong_005.jpg,150.88263,NA,93.86023,NA
6,57,3,64,ongoing,ongoing,ong_170.jpg,ong_071.jpg,72.87469,NA,146.40747,NA,ong_170.jpg,ong_071.jpg,72.87469,NA,146.40747,NA,ong_170.jpg,ong_071.jpg,72.87469,NA,146.40747,NA
6,58,1,65,ongoing,ongoing,ong_076.jpg,ong_007.jpg,91.18869,NA,148.65511,NA,ong_076.jpg,ong_007.jpg,91.18869,NA,148.65511,NA,ong_076.jpg,ong_007.jpg,91.18869,NA,148.65511,NA
6,59,2,65,ongoing,ongoing,ong_182.jpg,ong_028.jpg,134.11759,NA,38.28307,NA,ong_182.jpg,ong_028.jpg,134.11759,NA,38.28307,NA,ong_182.jpg,ong_028.jpg,134.11759,NA,38.28307,NA
6,60,3,65,ongoing,ongoing,ong_105.jpg,ong_141.jpg,-93.82985,NA,-168.49833,NA,ong_105.jpg,ong_141.jpg,-93.82985,NA,-168.49833,NA,ong_105.jpg,ong_141.jpg,-93.82985,NA,-168.49833,NA
6,61,1,66,ongoing,ongoing,ong_061.jpg,ong_075.jpg,99.75831,NA,-56.65400,NA,ong_061.jpg,ong_075.jpg,99.75831,NA,-56.65400,NA,ong_061.jpg,ong_075.jpg,99.75831,NA,-56.65400,NA
6,62,2,66,ongoing,ongoing,ong_002.jpg,ong_136.jpg,-86.60214,NA,-152.16485,NA,ong_002.jpg,ong_136.jpg,-86.60214,NA,-152.16485,NA,ong_002.jpg,ong_136.jpg,-86.60214,NA,-152.16485,NA
6,63,3,66,ongoing,ongoing,ong_191.jpg,ong_149.jpg,-169.0511,NA,-159.22358,NA,ong_191.jpg,ong_149.jpg,-169.0511,NA,-159.22358,NA,ong_191.jpg,ong_149.jpg,-169.0511,NA,-159.22358,NA
6,64,1,67,prom,prom_spec,prm_240.jpg,prm_162.jpg,-159.7513,17,64.39103,-107,prm_504.jpg,prm_502.jpg,-159.7513,17,64.39103,-107,prm_112.jpg,prm_197.jpg,-159.7513,17,64.39103,-107
6,65,2,67,prom,ongoing,ong_174.jpg,ong_078.jpg,-40.92119,NA,43.72763,NA,ong_174.jpg,ong_078.jpg,-40.92119,NA,43.72763,NA,ong_174.jpg,ong_078.jpg,-40.92119,NA,43.72763,NA
6,66,3,67,prom,ongoing,ong_023.jpg,ong_122.jpg,123.76699,NA,166.98543,NA,ong_023.jpg,ong_122.jpg,123.76699,NA,166.98543,NA,ong_023.jpg,ong_122.jpg,123.76699,NA,166.98543,NA
6,67,1,68,ongoing,ongoing,ong_265.jpg,ong_268.jpg,105.4292,NA,-1.750932,NA,ong_265.jpg,ong_268.jpg,105.4292,NA,-1.750932,NA,ong_265.jpg,ong_268.jpg,105.4292,NA,-1.750932,NA
7,90,3,75,ongoing,ongoing,ong_024.jpg,ong_035.jpg,165.736,NA,-178.833330,NA,ong_024.jpg,ong_035.jpg,165.736,NA,-178.833330,NA,ong_024.jpg,ong_035.jpg,165.736,NA,-178.833330,NA
6,69,3,68,ongoing,ongoing,ong_267.jpg,ong_266.jpg,-155.7033,NA,60.581476,NA,ong_267.jpg,ong_266.jpg,-155.7033,NA,60.581476,NA,ong_267.jpg,ong_266.jpg,-155.7033,NA,60.581476,NA
6,70,1,69,ongoing,ongoing,ong_022.jpg,ong_012.jpg,-100.25838,NA,161.79575,NA,ong_022.jpg,ong_012.jpg,-100.25838,NA,161.79575,NA,ong_022.jpg,ong_012.jpg,-100.25838,NA,161.79575,NA
6,71,2,69,ongoing,ongoing,ong_230.jpg,ong_011.jpg,-173.11242,NA,-64.05349,NA,ong_230.jpg,ong_011.jpg,-173.11242,NA,-64.05349,NA,ong_230.jpg,ong_011.jpg,-173.11242,NA,-64.05349,NA
6,72,3,69,ongoing,ongoing,ong_114.jpg,ong_151.jpg,-42.35925,NA,77.39553,NA,ong_114.jpg,ong_151.jpg,-42.35925,NA,77.39553,NA,ong_114.jpg,ong_151.jpg,-42.35925,NA,77.39553,NA
7,73,1,70,ongoing,ongoing,ong_159.jpg,ong_211.jpg,-105.33198,NA,139.72609,NA,ong_159.jpg,ong_211.jpg,-105.33198,NA,139.72609,NA,ong_159.jpg,ong_211.jpg,-105.33198,NA,139.72609,NA
7,74,2,70,ongoing,ongoing,ong_188.jpg,ong_166.jpg,-28.55504,NA,93.46252,NA,ong_188.jpg,ong_166.jpg,-28.55504,NA,93.46252,NA,ong_188.jpg,ong_166.jpg,-28.55504,NA,93.46252,NA
7,75,3,70,ongoing,ongoing,ong_075.jpg,ong_030.jpg,-148.5803,NA,-166.65352,NA,ong_075.jpg,ong_030.jpg,-148.5803,NA,-166.65352,NA,ong_075.jpg,ong_030.jpg,-148.5803,NA,-166.65352,NA
7,76,1,71,ongoing,ongoing,ong_204.jpg,ong_174.jpg,111.13073,NA,113.719284,NA,ong_204.jpg,ong_174.jpg,111.13073,NA,113.719284,NA,ong_204.jpg,ong_174.jpg,111.13073,NA,113.719284,NA
7,77,2,71,ongoing,ongoing,ong_200.jpg,ong_093.jpg,-72.73097,NA,-1.734873,NA,ong_200.jpg,ong_093.jpg,-72.73097,NA,-1.734873,NA,ong_200.jpg,ong_093.jpg,-72.73097,NA,-1.734873,NA
7,78,3,71,ongoing,ongoing,ong_186.jpg,ong_014.jpg,154.35424,NA,176.237140,NA,ong_186.jpg,ong_014.jpg,154.35424,NA,176.237140,NA,ong_186.jpg,ong_014.jpg,154.35424,NA,176.237140,NA
7,79,1,72,ongoing,ongoing,ong_175.jpg,ong_236.jpg,-76.81478,NA,-27.86689,NA,ong_175.jpg,ong_236.jpg,-76.81478,NA,-27.86689,NA,ong_175.jpg,ong_236.jpg,-76.81478,NA,-27.86689,NA
7,80,2,72,ongoing,ongoing,ong_003.jpg,ong_113.jpg,80.76056,NA,125.50809,NA,ong_003.jpg,ong_113.jpg,80.76056,NA,125.50809,NA,ong_003.jpg,ong_113.jpg,80.76056,NA,125.50809,NA
7,81,3,72,ongoing,ongoing,ong_203.jpg,ong_050.jpg,-32.4066,NA,79.61726,NA,ong_203.jpg,ong_050.jpg,-32.4066,NA,79.61726,NA,ong_203.jpg,ong_050.jpg,-32.4066,NA,79.61726,NA
7,82,1,73,ongoing,ongoing,ong_064.jpg,ong_199.jpg,-114.8325,NA,-160.48496,NA,ong_064.jpg,ong_199.jpg,-114.8325,NA,-160.48496,NA,ong_064.jpg,ong_199.jpg,-114.8325,NA,-160.48496,NA
7,83,2,73,ongoing,ongoing,ong_157.jpg,ong_097.jpg,-72.72813,NA,31.07597,NA,ong_157.jpg,ong_097.jpg,-72.72813,NA,31.07597,NA,ong_157.jpg,ong_097.jpg,-72.72813,NA,31.07597,NA
7,84,3,73,ongoing,ongoing,ong_177.jpg,ong_043.jpg,159.30973,NA,-45.12203,NA,ong_177.jpg,ong_043.jpg,159.30973,NA,-45.12203,NA,ong_177.jpg,ong_043.jpg,159.30973,NA,-45.12203,NA
7,85,1,74,ongoing,ongoing,ong_006.jpg,ong_045.jpg,-82.25556,NA,-154.743032,NA,ong_006.jpg,ong_045.jpg,-82.25556,NA,-154.743032,NA,ong_006.jpg,ong_045.jpg,-82.25556,NA,-154.743032,NA
7,86,2,74,ongoing,ongoing,ong_012.jpg,ong_161.jpg,-146.97347,NA,4.088539,NA,ong_012.jpg,ong_161.jpg,-146.97347,NA,4.088539,NA,ong_012.jpg,ong_161.jpg,-146.97347,NA,4.088539,NA
7,87,3,74,ongoing,ongoing,ong_132.jpg,ong_041.jpg,75.18725,NA,114.795473,NA,ong_132.jpg,ong_041.jpg,75.18725,NA,114.795473,NA,ong_132.jpg,ong_041.jpg,75.18725,NA,114.795473,NA
7,88,1,75,prom,ongoing,ong_136.jpg,ong_051.jpg,69.5229,NA,-178.02257,NA,ong_136.jpg,ong_051.jpg,69.5229,NA,-178.02257,NA,ong_136.jpg,ong_051.jpg,69.5229,NA,-178.02257,NA
7,89,2,75,prom,ongoing,ong_065.jpg,ong_062.jpg,-84.06582,NA,-34.06347,NA,ong_065.jpg,ong_062.jpg,-84.06582,NA,-34.06347,NA,ong_065.jpg,ong_062.jpg,-84.06582,NA,-34.06347,NA
7,90,3,75,prom,prom_spec,prm_185.jpg,prm_185.jpg,-144.02075,17,101.05495,-107,prm_501.jpg,prm_501.jpg,-144.02075,17,101.05495,-107,prm_126.jpg,prm_126.jpg,-144.02075,17,101.05495,-107
7,91,1,76,ongoing,ongoing,ong_243.jpg,ong_203.jpg,-131.0746,NA,124.0960,NA,ong_243.jpg,ong_203.jpg,-131.0746,NA,124.0960,NA,ong_243.jpg,ong_203.jpg,-131.0746,NA,124.0960,NA
7,92,2,76,ongoing,ongoing,ong_083.jpg,ong_111.jpg,106.0991,NA,37.0334,NA,ong_083.jpg,ong_111.jpg,106.0991,NA,37.0334,NA,ong_083.jpg,ong_111.jpg,106.0991,NA,37.0334,NA
7,93,3,76,ongoing,ongoing,ong_063.jpg,ong_160.jpg,157.0363,NA,177.3023,NA,ong_063.jpg,ong_160.jpg,157.0363,NA,177.3023,NA,ong_063.jpg,ong_160.jpg,157.0363,NA,177.3023,NA
7,94,1,77,ongoing,ongoing,ong_041.jpg,ong_047.jpg,75.98752,NA,-147.68194,NA,ong_041.jpg,ong_047.jpg,75.98752,NA,-147.68194,NA,ong_041.jpg,ong_047.jpg,75.98752,NA,-147.68194,NA
7,95,2,77,ongoing,ongoing,ong_072.jpg,ong_216.jpg,-85.20237,NA,61.19587,NA,ong_072.jpg,ong_216.jpg,-85.20237,NA,61.19587,NA,ong_072.jpg,ong_216.jpg,-85.20237,NA,61.19587,NA
7,96,3,77,ongoing,ongoing,ong_216.jpg,ong_037.jpg,159.74583,NA,150.46879,NA,ong_216.jpg,ong_037.jpg,159.74583,NA,150.46879,NA,ong_216.jpg,ong_037.jpg,159.74583,NA,150.46879,NA
7,97,1,78,ongoing,ongoing,ong_106.jpg,ong_176.jpg,83.41368,NA,-5.364124,NA,ong_106.jpg,ong_176.jpg,83.41368,NA,-5.364124,NA,ong_106.jpg,ong_176.jpg,83.41368,NA,-5.364124,NA
7,98,2,78,ongoing,ongoing,ong_149.jpg,ong_006.jpg,-79.96421,NA,165.034712,NA,ong_149.jpg,ong_006.jpg,-79.96421,NA,165.034712,NA,ong_149.jpg,ong_006.jpg,-79.96421,NA,165.034712,NA
7,99,3,78,ongoing,ongoing,ong_043.jpg,ong_124.jpg,-27.55513,NA,-160.312547,NA,ong_043.jpg,ong_124.jpg,-27.55513,NA,-160.312547,NA,ong_043.jpg,ong_124.jpg,-27.55513,NA,-160.312547,NA
7,100,1,79,ongoing,ongoing,ong_044.jpg,ong_223.jpg,98.50399,NA,-33.90633,NA,ong_044.jpg,ong_223.jpg,98.50399,NA,-33.90633,NA,ong_044.jpg,ong_223.jpg,98.50399,NA,-33.90633,NA
7,101,2,79,ongoing,ongoing,ong_179.jpg,ong_181.jpg,167.79943,NA,21.05644,NA,ong_179.jpg,ong_181.jpg,167.79943,NA,21.05644,NA,ong_179.jpg,ong_181.jpg,167.79943,NA,21.05644,NA
7,102,3,79,ongoing,ongoing,ong_143.jpg,ong_002.jpg,-76.27608,NA,61.26953,NA,ong_143.jpg,ong_002.jpg,-76.27608,NA,61.26953,NA,ong_143.jpg,ong_002.jpg,-76.27608,NA,61.26953,NA
8,103,1,80,ongoing,ongoing,ong_070.jpg,ong_029.jpg,-164.38575,NA,21.98214,NA,ong_070.jpg,ong_029.jpg,-164.38575,NA,21.98214,NA,ong_070.jpg,ong_029.jpg,-164.38575,NA,21.98214,NA
8,104,2,80,ongoing,ongoing,ong_130.jpg,ong_196.jpg,-75.31013,NA,113.26954,NA,ong_130.jpg,ong_196.jpg,-75.31013,NA,113.26954,NA,ong_130.jpg,ong_196.jpg,-75.31013,NA,113.26954,NA
8,105,3,80,ongoing,ongoing,ong_069.jpg,ong_052.jpg,132.18442,NA,-28.06323,NA,ong_069.jpg,ong_052.jpg,132.18442,NA,-28.06323,NA,ong_069.jpg,ong_052.jpg,132.18442,NA,-28.06323,NA
8,106,1,81,ongoing,ongoing,ong_052.jpg,ong_067.jpg,-42.44488,NA,-18.44708,NA,ong_052.jpg,ong_067.jpg,-42.44488,NA,-18.44708,NA,ong_052.jpg,ong_067.jpg,-42.44488,NA,-18.44708,NA
8,107,2,81,ongoing,ongoing,ong_034.jpg,ong_120.jpg,138.18653,NA,31.81020,NA,ong_034.jpg,ong_120.jpg,138.18653,NA,31.81020,NA,ong_034.jpg,ong_120.jpg,138.18653,NA,31.81020,NA
8,108,3,81,ongoing,ongoing,ong_035.jpg,ong_114.jpg,-86.82271,NA,164.34106,NA,ong_035.jpg,ong_114.jpg,-86.82271,NA,164.34106,NA,ong_035.jpg,ong_114.jpg,-86.82271,NA,164.34106,NA
8,109,1,82,prom,ongoing,ong_018.jpg,ong_094.jpg,128.61168,NA,105.75493,NA,ong_018.jpg,ong_094.jpg,128.61168,NA,105.75493,NA,ong_018.jpg,ong_094.jpg,128.61168,NA,105.75493,NA
8,110,2,82,prom,prom_spec,prm_117.jpg,prm_240.jpg,-143.13378,17,50.63153,-107,prm_503.jpg,prm_504.jpg,-143.13378,17,50.63153,-107,prm_343.jpg,prm_112.jpg,-143.13378,17,50.63153,-107
8,111,3,82,prom,ongoing,ong_097.jpg,ong_092.jpg,-79.42638,NA,-56.56375,NA,ong_097.jpg,ong_092.jpg,-79.42638,NA,-56.56375,NA,ong_097.jpg,ong_092.jpg,-79.42638,NA,-56.56375,NA
